ens_gene	Symbol	Uniq_syms	entrez	Gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000134318.14	ROCK2	ROCK2	9475	Rho associated coiled-coil containing protein kinase 2	4503.670202799856	0.7783907821345916	0.11256317205644455	4.0328772112953244e-13	4.4908235472091794e-11
ENSG00000168234.13	TTC39C	TTC39C	125488	tetratricopeptide repeat domain 39C	563.6498164284128	0.723086319768163	0.1045664433553842	4.0560935234172767e-13	4.4908235472091794e-11
ENSG00000138078.15	PREPL	PREPL	9581	prolyl endopeptidase like	1190.8050519291871	-0.6414468458964487	0.09313066039335459	4.210792741604255e-13	4.632408422483356e-11
ENSG00000164105.4	SAP30	SAP30	8819	Sin3A associated protein 30	524.377644823212	1.1552625483524888	0.17148784128785774	4.3348379609532594e-13	4.738691219087639e-11
ENSG00000277443.3	MARCKS	MARCKS	4082	myristoylated alanine rich protein kinase C substrate	5401.258578069943	-1.1100954821310873	0.16480110831977665	5.292206314773646e-13	5.7488671364006556e-11
ENSG00000128342.5	LIF	LIF	3976	LIF interleukin 6 family cytokine	151.44372394529674	-2.357806505997159	0.3537102858812172	5.366291573166783e-13	5.7929117532335426e-11
ENSG00000147119.4	CHST7	CHST7	56548	carbohydrate sulfotransferase 7	442.9456654063152	1.433228671808192	0.219285882205629	5.504651934709358e-13	5.90536324324845e-11
ENSG00000067082.15	KLF6	KLF6	1316	KLF transcription factor 6	3215.7888487045916	1.0476908936329163	0.15495889033252483	5.751798448251328e-13	6.132411283839317e-11
ENSG00000074590.13	NUAK1	NUAK1	9891	NUAK family kinase 1	409.5833360382547	1.2899970561048317	0.1952326399326559	5.791519837438439e-13	6.136879179891823e-11
ENSG00000131446.16	MGAT1	MGAT1	4245	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	5374.260109046495	0.8295815365243834	0.12116913094830133	6.092991395931272e-13	6.416960206739325e-11
ENSG00000163378.14	EOGT	EOGT	285203	EGF domain specific O-linked N-acetylglucosamine transferase	1782.6252427348531	1.1920191579689026	0.17902299660322898	6.278638753461865e-13	6.572402942411717e-11
ENSG00000108960.9	MMD	MMD	23531	monocyte to macrophage differentiation associated	1716.0884546679722	1.5376141161967112	0.23767392706766563	6.61088775775426e-13	6.878509238068167e-11
ENSG00000177674.16	AGTRAP	AGTRAP	57085	angiotensin II receptor associated protein	741.154357269706	1.0458765238361365	0.1551576266386788	6.656617363462397e-13	6.884616473157037e-11
ENSG00000091527.15	CDV3	CDV3	55573	CDV3 homolog	4834.825201973901	0.7343226089444241	0.10762636766607683	7.686781650396539e-13	7.902743611050536e-11
ENSG00000116132.12	PRRX1	PRRX1	5396	paired related homeobox 1	5516.217226184066	-0.7340660935670642	0.10785227003346419	8.611789988151743e-13	8.801351282565497e-11
ENSG00000173517.10	PEAK1	PEAK1	79834	pseudopodium enriched atypical kinase 1	8004.963114401377	0.9480467157911742	0.1408789596455739	1.0151775321348744e-12	1.0314203726490323e-10
ENSG00000049323.16	LTBP1	LTBP1	4052	latent transforming growth factor beta binding protein 1	18564.16463522973	0.6654240517261274	0.09848907551919638	1.102350149859964e-12	1.1134381162796081e-10
ENSG00000164291.17	ARSK	ARSK	153642	arylsulfatase family member K	491.1179641162225	0.816836763367411	0.12128062743538304	1.3286125227791343e-12	1.3341741565954192e-10
ENSG00000205208.5	C4orf46	C4orf46	201725	chromosome 4 open reading frame 46	585.3850682016536	-1.297530839482059	0.20083030458923903	1.491442804113917e-12	1.489028908245987e-10
ENSG00000119139.20	TJP2	TJP2	9414	tight junction protein 2	112.23156566418078	1.7739774077740522	0.2809916573722553	1.6594540568371828e-12	1.6472465787179206e-10
ENSG00000196932.12	TMEM26	TMEM26	219623	transmembrane protein 26	68.4348544915263	-1.9519961834008883	0.3073075873051286	1.6909513700795421e-12	1.6642474754077947e-10
ENSG00000134294.14	SLC38A2	SLC38A2	54407	solute carrier family 38 member 2	20460.8124800858	1.156955778826448	0.17709532878363304	1.6958519897624586e-12	1.6642474754077947e-10
ENSG00000122966.16	CIT	CIT	11113	citron rho-interacting serine/threonine kinase	286.546727791978	-1.4705045404501729	0.23215212074744612	1.875165654105104e-12	1.829822665406969e-10
ENSG00000126861.5	OMG	OMG	4974	oligodendrocyte myelin glycoprotein	308.5386073608785	-1.5976347139877753	0.2540499955557083	1.9819748111576553e-12	1.923183648219945e-10
ENSG00000196569.12	LAMA2	LAMA2	3908	laminin subunit alpha 2	15063.748410983715	1.9328264930894492	0.30588624354439786	2.0140725835204765e-12	1.9434112660651213e-10
ENSG00000140807.7	NKD1	NKD1	85407	NKD inhibitor of WNT signaling pathway 1	260.0198797594099	2.2668756879407876	0.3528302668898596	2.1309494557707763e-12	2.0447643888929358e-10
ENSG00000100242.15	SUN2	SUN2	25777	Sad1 and UNC84 domain containing 2	2207.2553990557735	1.7891347805550455	0.2856720439056133	2.3275557113473636e-12	2.2210796821210864e-10
ENSG00000146373.16	RNF217	RNF217	154214	ring finger protein 217	807.7189024141244	1.0366424999035309	0.15811450223876858	2.3843915042499713e-12	2.2628137396376651e-10
ENSG00000189184.11	PCDH18	PCDH18	54510	protocadherin 18	6469.708665594087	-0.8533122342241489	0.12892289132050772	2.7263852554812107e-12	2.565468842899199e-10
ENSG00000114745.13	GORASP1	GORASP1	64689	golgi reassembly stacking protein 1	980.6331908897779	0.5290320301058112	0.0810385130774335	2.7330145153627413e-12	2.565468842899199e-10
ENSG00000012048.23	BRCA1	BRCA1	672	BRCA1 DNA repair associated	220.83910528891033	-1.1345831778638138	0.17542425270314477	2.8717023784425154e-12	2.681083431376169e-10
ENSG00000185022.12	MAFF	MAFF	23764	MAF bZIP transcription factor F	556.0620163304175	1.191089539772528	0.18536165376093827	2.959623786857638e-12	2.74831301325834e-10
ENSG00000173221.14	GLRX	GLRX	2745	glutaredoxin	1941.1562831100853	0.932591045637512	0.14197457092288826	3.1268181382684612e-12	2.888042934982506e-10
ENSG00000143344.15	RGL1	RGL1	23179	ral guanine nucleotide dissociation stimulator like 1	1067.7673279397397	-1.0107537748079807	0.15497965345296696	3.295722448030102e-12	3.0136346598314367e-10
ENSG00000114450.10	GNB4	GNB4	59345	G protein subunit beta 4	1359.7360609198543	0.9269895262470907	0.14124207497144559	3.2976896173468127e-12	3.0136346598314367e-10
ENSG00000136478.7	TEX2	TEX2	55852	testis expressed 2	3680.591991403935	1.3883059425401618	0.221428953869972	3.66086985190361e-12	3.3279233727410077e-10
ENSG00000182197.11	EXT1	EXT1	2131	exostosin glycosyltransferase 1	5225.27598007412	-0.8063376666657991	0.12258725085958247	3.854783677748104e-12	3.4858546430400656e-10
ENSG00000107562.16	CXCL12	CXCL12	6387	C-X-C motif chemokine ligand 12	27683.17259356244	-1.7957890351727361	0.29072676365251887	4.053711250114449e-12	3.6466510787487894e-10
ENSG00000124151.19	NCOA3	NCOA3	8202	nuclear receptor coactivator 3	1553.2112081823611	1.3023409272612776	0.2070909794459085	4.481167474450731e-12	4.0102966123685504e-10
ENSG00000140545.15	MFGE8	MFGE8	4240	milk fat globule EGF and factor V/VIII domain containing	9444.07194463532	1.0561836528369253	0.1639653888367727	4.7010240853955726e-12	4.185365360976924e-10
ENSG00000145244.12	CORIN	CORIN	10699	corin, serine peptidase	166.27853922304627	1.8512671489726849	0.3005503959540981	4.8289714212156925e-12	4.255887345901723e-10
ENSG00000108604.16	SMARCD2	SMARCD2	6603	SWI/SNF related BAF chromatin remodeling complex subunit D2	2155.2678362423094	1.1892913140062924	0.18724540051742122	4.829515515265966e-12	4.255887345901723e-10
ENSG00000019995.6	ZRANB1	ZRANB1	54764	zinc finger RANBP2-type containing 1	970.0831526172885	0.857682367254862	0.13136695198851753	4.894600850686775e-12	4.2913475072620296e-10
ENSG00000112576.12	CCND3	CCND3	896	cyclin D3	621.6042876881105	0.8870856691936461	0.13619043658749574	5.0750026713604085e-12	4.4270427343301505e-10
ENSG00000071282.12	LMCD1	LMCD1	29995	LIM and cysteine rich domains 1	4017.5980289913687	1.509892684480371	0.24498410988771577	5.1252562073843424e-12	4.4484133273337865e-10
ENSG00000125848.10	FLRT3	FLRT3	23767	fibronectin leucine rich transmembrane protein 3	178.42024443577318	-2.2000934648320705	0.352065442529995	5.56737083128021e-12	4.807981449893589e-10
ENSG00000172465.14	TCEAL1	TCEAL1	9338	transcription elongation factor A like 1	394.70330033161395	0.985828401150722	0.15304827010735436	6.0940385668762836e-12	5.236628563536676e-10
ENSG00000197860.10	SGTB	SGTB	54557	small glutamine rich tetratricopeptide repeat co-chaperone beta	520.8202973176785	0.7621196300986238	0.11736673179483544	6.9042627945607595e-12	5.903486484537299e-10
ENSG00000165802.22	NSMF	NSMF	26012	NMDA receptor synaptonuclear signaling and neuronal migration factor	1575.1586476329644	0.9024914880261433	0.13973935456864278	7.002817128230051e-12	5.958258987132484e-10
ENSG00000163661.4	PTX3	PTX3	5806	pentraxin 3	8515.383334150161	2.0898647647927064	0.33862449180282506	7.072130152084661e-12	5.987736862098346e-10
ENSG00000148120.16	AOPEP	AOPEP	84909	aminopeptidase O (putative)	677.7394649403584	1.032660459476572	0.16258197300032567	9.197233974815072e-12	7.726392472670616e-10
ENSG00000137801.11	THBS1	THBS1	7057	thrombospondin 1	84016.77449984978	1.8347882027334188	0.30313861642429424	9.215127659623363e-12	7.726392472670616e-10
ENSG00000105835.12	NAMPT	NAMPT	10135	nicotinamide phosphoribosyltransferase	1918.5900662893625	0.984652891615539	0.15470790058771966	1.0041820958175418e-11	8.356198494775997e-10
ENSG00000078053.17	AMPH	AMPH	273	amphiphysin	356.1163138413145	1.0752265674278496	0.17035079714121126	1.0063045894588973e-11	8.356198494775997e-10
ENSG00000119714.11	GPR68	GPR68	8111	G protein-coupled receptor 68	55.58607293182478	-2.706402091265646	0.4337374065687245	1.0905793630198452e-11	9.012673089989841e-10
ENSG00000172403.11	SYNPO2	SYNPO2	171024	synaptopodin 2	9119.731158011702	1.6086762683981317	0.26775677589013847	1.163357320984576e-11	9.537937547915025e-10
ENSG00000171793.16	CTPS1	CTPS1	1503	CTP synthase 1	703.7619395279911	1.432037002318824	0.23612384845541137	1.1651834313397811e-11	9.537937547915025e-10
ENSG00000126016.15	AMOT	AMOT	154796	angiomotin	383.5765178350063	-2.1463541060878275	0.351901583461738	1.2421663895729506e-11	1.012014050976604e-9
ENSG00000143878.10	RHOB	RHOB	388	ras homolog family member B	3233.3398966333584	1.1139250988866432	0.1783764097973267	1.3161266382849532e-11	1.0672365866881554e-9
ENSG00000215386.13	MIR99AHG	MIR99AHG	388815	mir-99a-let-7c cluster host gene	191.53415483964943	-1.3472862534839476	0.22149132368799715	1.3848975232380252e-11	1.1177546738956622e-9
ENSG00000162643.13	DNAI3	DNAI3	126820	dynein axonemal intermediate chain 3	88.90153890394225	-1.464808826811897	0.24492365533853047	1.790645551441553e-11	1.4385130216045817e-9
ENSG00000205978.6	NYNRIN	NYNRIN	57523	NYN domain and retroviral integrase containing	1592.5258746826894	-1.0851918243015486	0.17477979108987313	1.8556589027027087e-11	1.4838398410870917e-9
ENSG00000009413.16	REV3L	REV3L	5980	REV3 like, DNA directed polymerase zeta catalytic subunit	7548.385920372818	1.0503292655489007	0.16873443546340167	1.9261658169028265e-11	1.5331214741726091e-9
ENSG00000197321.14	SVIL	SVIL	6840	supervillin	8011.585994533698	-0.492477515221776	0.07951429654158833	1.960674661826113e-11	1.5534299430761755e-9
ENSG00000138074.15	SLC5A6	SLC5A6	8884	solute carrier family 5 member 6	432.24053010792323	1.1344192191476692	0.18415527467635137	2.0571782064179206e-11	1.6224466658105171e-9
ENSG00000172831.13	CES2	CES2	8824	carboxylesterase 2	971.2807854866671	-0.540290698676239	0.08692164912467701	2.1666024737394597e-11	1.700979905746725e-9
ENSG00000174437.17	ATP2A2	ATP2A2	488	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	10541.631958504488	1.2851332113750842	0.21251805666195164	2.1997808248526017e-11	1.7192133215771104e-9
ENSG00000267339.7	LINC00906	LINC00906	148145	long intergenic non-protein coding RNA 906	60.71038966683666	-3.1015061251707343	0.5097171096719517	2.2252114600034008e-11	1.731254609782826e-9
ENSG00000214814.7	FER1L6	FER1L6	654463	fer-1 like family member 6	233.5897367634861	-2.8753600101333605	0.47261260395736676	2.687362245273469e-11	2.075901774318334e-9
ENSG00000106615.10	RHEB	RHEB	6009	Ras homolog, mTORC1 binding	1775.6754854361898	0.9062649078524284	0.14509429225683534	2.692230184386908e-11	2.075901774318334e-9
ENSG00000084090.13	STARD7	STARD7	56910	StAR related lipid transfer domain containing 7	3585.828138505258	1.180934865353845	0.19417215031530743	2.7467797521806886e-11	2.1085502168739938e-9
ENSG00000114270.17	COL7A1	COL7A1	1294	collagen type VII alpha 1 chain	1528.8936214065284	1.1442716667781478	0.18744829700544352	2.7897318889013492e-11	2.1320464241196507e-9
ENSG00000119508.18	NR4A3	NR4A3	8013	nuclear receptor subfamily 4 group A member 3	214.43578374829536	1.9695016938141108	0.3339579373125281	2.921328664364413e-11	2.2209322178413023e-9
ENSG00000164294.14	GPX8	GPX8	493869	glutathione peroxidase 8 (putative)	3597.9836851110376	-0.5144461353815176	0.08370409603663755	2.931753969822933e-11	2.2209322178413023e-9
ENSG00000114853.14	ZBTB47	ZBTB47	92999	zinc finger and BTB domain containing 47	2618.843259383115	0.6685821218154052	0.1070978357350559	3.096430001099939e-11	2.335438383362365e-9
ENSG00000128699.14	ORMDL1	ORMDL1	94101	ORMDL sphingolipid biosynthesis regulator 1	1807.312738668332	0.9691046722563003	0.15668708404431353	3.290919379831348e-11	2.4713373708020454e-9
ENSG00000143786.8	CNIH3	CNIH3	149111	cornichon family AMPA receptor auxiliary protein 3	74.79195737454991	-1.4267665112490857	0.24217587161816112	3.438764960757956e-11	2.5711839135156463e-9
ENSG00000233608.4	TWIST2	TWIST2	117581	twist family bHLH transcription factor 2	4576.207984590109	0.6775264882055047	0.1088646230811712	3.555334743902432e-11	2.646885417960466e-9
ENSG00000148848.14	ADAM12	ADAM12	8038	ADAM metallopeptidase domain 12	1358.8371287215678	-1.7011506861616348	0.29258622379359783	3.6331047364312083e-11	2.6931753222163017e-9
ENSG00000088888.18	MAVS	MAVS	57506	mitochondrial antiviral signaling protein	2927.4797578594726	0.5978578261141393	0.09681458235377033	3.7048641646017636e-11	2.7346330705556262e-9
ENSG00000066322.15	ELOVL1	ELOVL1	64834	ELOVL fatty acid elongase 1	1021.6676140973516	0.505452045987878	0.08299575046652388	3.973386886474171e-11	2.920354821411995e-9
ENSG00000141298.19	SSH2	SSH2	85464	slingshot protein phosphatase 2	2037.0982083140925	1.1333311628533596	0.18768033095753703	4.37869341344813e-11	3.2046098575032243e-9
ENSG00000089041.17	P2RX7	P2RX7	5027	purinergic receptor P2X 7	95.41834401520849	-1.7800063060499078	0.30829606696934597	4.754245707613538e-11	3.464781935101309e-9
ENSG00000171469.11	ZNF561	ZNF561	93134	zinc finger protein 561	597.2481431466484	-0.6202312504593255	0.10115095673001853	5.2984925122726164e-11	3.845191708906413e-9
ENSG00000168917.9	SLC35G2	SLC35G2	80723	solute carrier family 35 member G2	234.9119549980622	0.7577156675063947	0.12299825270671941	5.661241708701178e-11	4.09125384069819e-9
ENSG00000168994.13	PXDC1	PXDC1	221749	PX domain containing 1	1315.399907889258	1.2775494497751991	0.21669804747510266	5.71691238415921e-11	4.114271279133245e-9
ENSG00000131242.18	RAB11FIP4	RAB11FIP4	84440	RAB11 family interacting protein 4	30.546435923660802	-2.02522219476067	0.35014808142841103	6.317825210606343e-11	4.5278621177424385e-9
ENSG00000165272.16	AQP3	AQP3	360	aquaporin 3 (Gill blood group)	137.59245080517704	-2.7011673874896043	0.4550816686602997	6.499574104870075e-11	4.627184264318461e-9
ENSG00000168610.14	STAT3	STAT3	6774	signal transducer and activator of transcription 3	7783.597764251576	0.5929448775096372	0.09752888225551987	6.509991756770415e-11	4.627184264318461e-9
ENSG00000175130.7	MARCKSL1	MARCKSL1	65108	MARCKS like 1	613.8709742260626	-1.0708477618835301	0.17836544919738268	6.970970219412707e-11	4.934532689741651e-9
ENSG00000083223.18	TUT7	TUT7	79670	terminal uridylyl transferase 7	1480.7809300985537	1.0507282593616623	0.1747992255577228	7.200138153968913e-11	5.075950456953105e-9
ENSG00000013297.11	CLDN11	CLDN11	5010	claudin 11	2498.634929910984	-1.5899403372748606	0.2789245995032686	7.663991222158803e-11	5.380994162159629e-9
ENSG00000169750.9	RAC3	RAC3	5881	Rac family small GTPase 3	72.28245011173625	1.3328287297989079	0.22949375735269845	7.806115617262962e-11	5.458592264832626e-9
ENSG00000100994.12	PYGB	PYGB	5834	glycogen phosphorylase B	2997.640909993488	0.5602729476823777	0.09301680868607282	7.856665364613247e-11	5.471787265225806e-9
ENSG00000114670.14	NEK11	NEK11	79858	NIMA related kinase 11	182.8460321021776	-1.1526051466906242	0.19448307533629472	7.974273249811232e-11	5.5313914687044015e-9
ENSG00000182199.11	SHMT2	SHMT2	6472	serine hydroxymethyltransferase 2	1249.4076511238422	-0.6896900093885149	0.11329936886972501	8.370472101124072e-11	5.7829917652245986e-9
ENSG00000165996.14	HACD1	HACD1	9200	3-hydroxyacyl-CoA dehydratase 1	279.96337119261415	0.8939748004911896	0.14738877523007082	8.466121340068297e-11	5.825770828113929e-9
ENSG00000143494.15	VASH2	VASH2	79805	vasohibin 2	19.130106723427453	-3.316994653676667	0.5723461684569678	8.69295388482686e-11	5.9581229959813306e-9
ENSG00000188215.10	DCUN1D3	DCUN1D3	123879	defective in cullin neddylation 1 domain containing 3	494.314532046253	0.7329621777113807	0.12046905226654851	8.947182363562187e-11	6.108131770096684e-9
ENSG00000158079.16	PTPDC1	PTPDC1	138639	protein tyrosine phosphatase domain containing 1	309.08969484644285	0.8875107247378141	0.14652475920992028	9.039546950310798e-11	6.1468919262113426e-9
ENSG00000125503.13	PPP1R12C	PPP1R12C	54776	protein phosphatase 1 regulatory subunit 12C	2494.215342634318	0.6254893518703473	0.10361969730921378	9.622756704053145e-11	6.517813874211997e-9
ENSG00000155962.13	CLIC2	CLIC2	1193	chloride intracellular channel 2	397.72262299758216	-1.1467418797233861	0.1945869265287585	9.973813015116664e-11	6.729206968636524e-9
ENSG00000136997.19	MYC	MYC	4609	MYC proto-oncogene, bHLH transcription factor	587.0626843810879	0.8171946731083252	0.13502983240625893	1.0541460985203644e-10	7.0845180597835544e-9
ENSG00000243244.6	STON1	STON1	11037	stonin 1	983.3736608357218	1.3281934678226002	0.23083301610653767	1.0919852579297866e-10	7.3103757267299515e-9
ENSG00000196850.6	PPTC7	PPTC7	160760	protein phosphatase targeting COQ7	515.1043371486187	1.1077607942047405	0.18764049586084133	1.0992846038882514e-10	7.330827675041652e-9
ENSG00000008311.15	AASS	AASS	10157	aminoadipate-semialdehyde synthase	1089.8214672874142	1.0576688701122168	0.17820263254142088	1.1078057322398119e-10	7.359238695094627e-9
ENSG00000167641.11	PPP1R14A	PPP1R14A	94274	protein phosphatase 1 regulatory inhibitor subunit 14A	210.46668599376181	2.564368815716686	0.44020891520444716	1.1388951664576738e-10	7.536780580481588e-9
